questionId,cardId,category,difficulty,question,choice0,choice1,choice2,choice3,answerIndex,explanation,cardTitle,cardShortText,cardDetailText,cardRarity,imageAsset,imageReviewStatus,imageReviewedAt,imageReviewNote,sourceTitle,sourcePublisher,sourceUrl,verifiedAt,verificationLevel,reviewStatus,reviewNote,contentHash
q_nature_geography_002,card_nature_geography_002,nature_geography,easy,死海は塩分濃度が高いため体が浮くことで有名ですが、主にどこの国にまたがって存在している？,ヨルダンとイスラエル,エジプトとリビア,サウジアラビア,ギリシャとトルコ,0,死海はヨルダンとイスラエルの境界にある塩湖です。海水の約10倍近い塩分濃度があり、浮力が非常に大きいため人間が沈まずに浮くことができます。湖面の標高は海抜マイナス430メートルで、地表で最も低い場所としても知られています。,浮かぶ湖・死海,体が浮くほど塩分が濃い不思議な湖。,ヨルダンとイスラエルの境に位置する死海は、非常に高い塩分濃度のせいで魚などの生物が住めないことからその名がつきました。観光客が新聞を読みながら浮かぶ光景が有名です。,normal,assets/images/cards/card_nature_geography_002.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,,,,,unverified,pending,,abd906275a2b835d85a649e91d668520374e3398beab0a96204e45c8afc4b3cc
q_living_things_002,card_living_things_002,living_things,normal,1996年に発表されたキリンの行動睡眠研究で、観察場所として題名に示されているのは？,動物園,野生のサバンナ,大学の睡眠実験室,海洋公園,0,ToblerとSchwierinが1996年に発表した論文の題名は「動物園におけるキリンの行動睡眠」で、観察場所として動物園が示されている。,動物園で調べたキリンの睡眠,1996年の行動睡眠研究は動物園が対象。,ToblerとSchwierinは、動物園におけるキリンの行動睡眠を報告した。論文は1996年にJournal of Sleep Researchへ掲載された。,rare,assets/images/cards/card_living_things_002.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,Behavioural sleep in the giraffe (Giraffa camelopardalis) in a zoological garden,Journal of Sleep Research,https://pubmed.ncbi.nlm.nih.gov/8795798/,2026-07-13,primary,approved,,248cbde8c90031a2bc5924d53ececc3606031ec837341fad3d8f384c009a9ffa
q_history_002,card_history_002,history,hard,ハワイの挨拶「アロハ」の中に含まれている、ハワイ語で「息」を意味する単語はどれでしょう？,Ha（ハ）,Alo（アロ）,Oha（オハ）,Loa（ロア）,0,「アロハ（Aloha）」の「Alo」は「〜の前に」を、「Ha」は「神聖な息吹（命）」を意味します。かつてハワイでは、お互いの鼻を近づけて息を交換する挨拶が行われており、相手の存在を尊ぶ精神がこの言葉に込められています。,アロハに込められた息吹,「アロハ」という言葉に隠された深い意味。,ハワイの挨拶Alohaは、愛、平和、慈しみなど多くの意味を持ちます。特に語尾の「Ha」は生命の源である「呼吸」を指し、命そのものを分かち合うという敬意が込められています。,normal,assets/images/cards/card_history_002.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,,,,,unverified,pending,,0c707888f450c1fbe7a4f2f45335792c67ff6794d5b11305a29ecb84885e0681
q_science_002,card_science_002,science,easy,昼の空が青く見えるのは太陽光が空気中の粒子に当たり散乱するためですが、この現象の名前は何？,レイリー散乱,チンダル現象,ドップラー効果,光電効果,0,太陽光が大気を通過する際、波長の短い青い光は窒素や酸素の分子にぶつかって四方に散乱しやすい性質を持っています。この現象を「レイリー散乱」と呼びます。散乱した青い光が私たちの目に届くため、空は青く見えています。,空が青い科学的な理由,光の散乱が空を青く染める仕組み。,太陽の光には虹の七色が含まれていますが、そのうち青い光が空気の粒にぶつかって空全体に広がります。夕焼けが赤いのは、光の進む距離が長くなり、青い光が届かなくなるためです。,normal,assets/images/cards/card_science_002.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,,,,,unverified,pending,,8ddf5b547262be9284320f35c8eee6d416c6c50c2147977c93488771f2d771ed
q_food_006,card_food_006,food,normal,軽食の定番「サンドイッチ」の名前の由来となった、18世紀のイギリスの人物が持つ爵位は何？,伯爵,公爵,男爵,子爵,0,「sandwich」という料理名は、第4代サンドイッチ伯爵ジョン・モンタギューの爵位名に由来します。料理名は個人名ではなく、爵位名の「Sandwich」から広まりました。,サンドイッチ伯爵と料理名,料理名は第4代伯爵の爵位名に由来。,「sandwich」という料理名は、第4代サンドイッチ伯爵ジョン・モンタギューの爵位名に由来する。料理名は個人名ではなく、爵位名の「Sandwich」から広まった。,normal,assets/images/cards/card_food_006.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,,,,,unverified,pending,,f2f94ea9983f4e12d122998fbf5612aaa4c95e8bd83fd7f459b77958aa71d8fe
q_language_002,card_language_002,language,hard,慣用句「二足のわらじを履く」の由来となった、江戸時代の相反する職業の組み合わせはどれ？,博徒と捕吏,武士と商人,僧侶と農民,漁師と大工,0,江戸時代、ギャンブルを商売にする「博徒」が、一方でそれを取り締まる警察役の「捕吏（おかっぴき）」を兼ねることを指しました。同じ人間が相反する二つの立場を使い分けることから、現代の「副業」のような意味で使われるようになりました。,二足のわらじのルーツ,相反する二つの顔を持つ言葉の由来。,現代では単に複数の仕事をこなす意味ですが、元々は「捕まえる側」と「捕まる側」の両方を一人が演じる奇妙な状況を指しました。江戸時代の闇と裏事情が透けて見える言葉です。,rare,assets/images/cards/card_language_002.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,,,,,unverified,pending,,22b88c08b0a11411b75b6afeb332790016843c477c857ca51b99391e890b4a02
q_daily_life_002,card_daily_life_002,daily_life,normal,ボールペンのキャップの先端に小さな穴が開いていることがありますが、これにはどんな理由がある？,窒息事故を防ぐため,インクを乾燥させるため,気圧を調整するため,笛として使うため,0,子供が誤ってキャップを飲み込んでしまい、喉に詰まった際でも、穴が開いていれば最低限の空気の通り道を確保でき、窒息死を防ぐことができます。これは国際規格（ISO）でも推奨されている安全のための重要なデザインです。,ペンキャップの小さな穴,誤飲事故から命を守るための安全設計。,何気なく付いているキャップの穴は、もしもの時に空気が通るよう計算されています。小さな文房具の一つひとつに、事故を防ぐためのメーカーの知恵と配慮が隠されているのです。,normal,assets/images/cards/card_daily_life_002.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,,,,,unverified,pending,,1e88a9caa245a463baf1de93fe2b68e140dac1889c30848ec2cb1949e40e51c3
q_nature_geography_006,card_nature_geography_006,nature_geography,easy,日本で一番面積が小さい都道府県はどこ？,東京都,大阪府,香川県,沖縄県,2,日本の都道府県で最も面積が小さいのは香川県です。かつては大阪府が最下位でしたが、関西国際空港の開拓などにより面積が増加したため、1988年以降は香川県が日本で一番小さな都道府県となっています。,日本一小さな都道府県,一番面積が小さい都道府県の雑学,1988年以降、日本で最も面積が小さい都道府県は香川県です。それまでは大阪府が最下位でしたが、埋め立てによる領土拡大で順位が逆転しました。,normal,assets/images/cards/card_nature_geography_006.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,,,,,unverified,pending,,2cb99ee85a98171543f75a2b10dfc5706e1372106a1a500b12433aff82166da9
q_living_things_006,card_living_things_006,living_things,normal,深海にすむコウモリダコが主に集めて食べるものは？,沈降する有機物（マリンスノー）,生きた大型魚,海底の岩石,海藻だけ,0,コウモリダコは長い感覚糸で、死んだ生物の破片や糞粒など、海中を沈む有機物を集めます。それらを粘液でまとめて食べるデトリタス食者です。,コウモリダコの食事,沈降する有機物を集めて食べる。,コウモリダコは長い感覚糸で、死んだ生物の破片や糞粒などのデトリタスを集め、粘液でまとめて食べる。,rare,assets/images/cards/card_living_things_006.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,Vampire squid: detritivores in the oxygen minimum zone,Proceedings of the Royal Society B,https://royalsocietypublishing.org/doi/10.1098/rspb.2012.1357,2026-07-15,primary,approved,Hoving and Robison documented vampire squid collecting detrital material with retractile filaments and consuming it with mucus.,2043cad131be18b3895525e1d1ce0b717e1a9cb117a829aeca4bd8c259d22d11
q_history_005,card_history_005,history,normal,スミソニアン国立航空宇宙博物館によると、1903年12月17日のライト・フライヤー初飛行を操縦したのは？,オーヴィル・ライト,ウィルバー・ライト,チャールズ・リンドバーグ,グレン・カーチス,0,国立航空宇宙博物館によると、ライト・フライヤーは1903年12月17日にノースカロライナ州キティホークで初飛行した。最初の飛行はオーヴィルの操縦で12秒間、120フィート（約36m）進んだ。,ライト・フライヤーの初飛行,1903年12月17日、最初の飛行はオーヴィルが操縦した。,スミソニアン国立航空宇宙博物館によると、ライト兄弟の1903年型フライヤーはキティホークで初飛行した。最初の飛行はオーヴィルの操縦で12秒間、36m進んだ。,rare,assets/images/cards/card_history_005.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,1903 Wright Flyer,Smithsonian National Air and Space Museum,https://airandspace.si.edu/collection-objects/1903-wright-flyer/nasm_A19610048000,2026-07-13,primary,approved,,f7419bff3e154a74e4c0276aa1cea31bb50e535276bd312786abc695117768bc
q_science_005,card_science_005,science,easy,シャボンの泡が丸くなる理由に関係する物理現象は？,表面張力,毛細管現象,遠心力,静電気,0,シャボン玉が丸くなるのは「表面張力」が働くためです。液体の表面はできるだけ面積を小さくしようと収縮します。体積が同じ場合、球体が最も表面積が小さくなるため、空気を含んだシャボン膜は自然と綺麗な丸い形になります。,シャボン玉が丸い理由,泡が綺麗な球体になる科学の力,液体の表面が縮まろうとする「表面張力」の影響で、シャボン玉は最も表面積が小さくて安定した形である「球体」へと変化します。,normal,assets/images/cards/card_science_005.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,,,,,unverified,pending,,be9754816267cfdcf2aa9a916066a2518fb76418e4c51dbb8d1ea64f5fad1387
q_food_007,card_food_007,food,easy,高級食材の「キャビア」は、何という魚の卵？,サケ,タラ,チョウザメ,ニシン,2,キャビアは「チョウザメ」の卵の塩漬けです。チョウザメはその名に「サメ」と付きますが、一般的なサメの仲間（軟骨魚類）ではなく、シーラカンスなどと同じ古代魚の生き残り（硬骨魚類）に分類されます。,キャビアの正体,高級食材キャビアを産む魚の雑学,世界三大珍味のキャビアはチョウザメの卵。チョウザメは名前に反してサメの仲間ではなく、ウロコがサメに似ているだけの古代魚です。,normal,assets/images/cards/card_food_007.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,,,,,unverified,pending,,a0e4d598b1df4d33f45e7048965cb9ef4fef2efffbc7cedc8e00397d0652ecd1
q_language_005,card_language_005,language,normal,慣用句「大詰（おおづめ）」の語源となったジャンルは？,チェスや将棋,歌舞伎などの演劇,お米の収穫作業,江戸時代の裁判,1,物事の最終局面を意味する「大詰」は、歌舞伎の専門用語が語源です。江戸時代の歌舞伎の多幕物において、一番最後の幕のことを「大詰」と呼んでおり、そこからストーリーの最終的な大結末を指す言葉として一般に広がりました。,大詰の知られざる語源,物語の最終局面を表す言葉のルーツ,将棋の「詰み」が連想されがちな「大詰」ですが、実は歌舞伎の最終幕を指す言葉がルーツで、物語の結末から転じた言葉です。,normal,assets/images/cards/card_language_005.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,,,,,unverified,pending,,4b78080e8dd82cd211f4a3d59ae44933f6046ff0faaa680b028d4529118ce7e7
q_daily_life_005,card_daily_life_005,daily_life,hard,缶詰の「賞味期限」の印字に主に使われているインクは？,イカ墨インク,消せるインク,水性インク,油性マジック,0,多くの缶詰やペットボトルの賞味期限印字には、天然の「イカ墨」を原料としたインクが使われています。万が一、製造ラインや開封時に口に入っても安全性が高く、金属やプラスチックへの定着性が良いという優れた特性を持っています。,賞味期限の意外なインク,缶詰に印字された文字の安全な秘密,食品の容器に印字される賞味期限には、誤って口に入っても無害な「イカ墨インク」が広く採用されており、生活の安全を支えています。,rare,assets/images/cards/card_daily_life_005.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,,,,,unverified,pending,,a98d7b882700ab17849d36a0f77e1583ce84ac23c50cdb7f39dca612e63548e4
q_nature_geography_007,card_nature_geography_007,nature_geography,normal,世界で一番多くの国と国境を接している国はどこ？,ロシア,中国,ブラジル,ドイツ,1,世界で最も多くの国と陸上で国境を接しているのは「中国」です。ロシア、モンゴル、北朝鮮、インド、ベトナムなど、合計14カ国と国境を接しています。なお、ロシアも同じく14カ国と接しており、両国が世界最多タイです。,世界最多の国境を持つ国,陸続きで最も多くの国と隣り合う国,広大な国土を持つ中国とロシアは、それぞれ14もの国々と陸の国境を接しており、世界で最も隣国が多い国となっています。,normal,assets/images/cards/card_nature_geography_007.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,,,,,unverified,pending,,a297f1cb4e806a9aad7522e9b10134c968108be992a4520b24870dd73574eb0a
q_living_things_007,card_living_things_007,living_things,hard,ペンギンが冷たい氷の上でも足が凍らない理由は？,体脂肪が非常に厚い,特殊な血管の熱交換システム,常に足を動かしている,足の裏から油が出る,1,ペンギンの足には「ワンダーネット（奇驚網）」という特殊な熱交換血管システムがあります。心臓からの温かい動脈血が、足先からの冷たい静脈血をあらかじめ温めることで、足の冷たさが体幹に伝わるのを防ぎ、同時に足先が凍結するのを防いでいます。,ペンギンの凍らない足,極寒の氷上で立ち続けられる魔法の血管,ペンギンの足元には、温かい血液と冷たい血液の間で熱を効率よく循環させる天然の床暖房のような血管網システムが備わっています。,rare,assets/images/cards/card_living_things_007.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,,,,,unverified,pending,,0fda3f303e99c4fd8da0316d3f9d73a7830017e08420d2edbe9103afefcfad43
q_history_006,card_history_006,history,normal,江戸時代に実在した、1年の長さを決める暦の役職は？,時をかける守,天文方（てんもんかた）,カレンダー奉行,陰陽師長官,1,江戸幕府が設置した、天体観測や暦の作成（改暦）を行う専門の役職を「天文方」と呼びます。初代天文方には映画の題材にもなった渋川春海が任命され、それまで使われていた中国の暦から、日本独自の「貞享暦」を完成させました。,星を読んで暦を作った男たち,江戸時代のカレンダーを作った幕府の役職,天体を観測して日本の正確な時間を支配した「天文方」。彼らの正確な計算によって、江戸時代の太陰暦カレンダーが作られていました。,normal,assets/images/cards/card_history_006.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,,,,,unverified,pending,,be338d8aab1d8b292b44dd0b47fc98a02b2e10915ff3e11319f624aa38842f6e
q_nature_geography_008,card_nature_geography_008,nature_geography,normal,地図で使う日本の標高0メートルの基準はどこ？,東京湾の平均海面,大阪湾の満潮面,富士山頂の標石,太平洋の最低潮位,0,日本の標高は、測量法上、東京湾の平均海面を0mとする。実際の測量では東京・三宅坂の日本水準原点も高さの基準として使われる。,標高ゼロの出発点,標高の基準は東京湾,日本の地図や測量で使う高さは、東京湾平均海面を0mとする考え方を土台にしている。,normal,assets/images/cards/card_nature_geography_008.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,日本水準原点,国土地理院,https://www.gsi.go.jp/sokuchikijun/suijun-genten.html,2026-07-12,primary,approved,,ef258b035470da0347462cd4029a814c659d9bba5cfd3b89e4e295b367da8da5
q_nature_geography_009,card_nature_geography_009,nature_geography,normal,夏に午後から夕方へ雷が増えやすい主因は？,強い日射で上昇気流が起きる,海水温が夜に急上昇する,月の引力が雲を集める,黄砂が電気を吸い取る,0,夏の雷は、強い日射で暖められた地面近くの空気が上昇し、背の高い積乱雲になることで発生しやすい。,夏雷のピーク,午後の雷には理由がある,夏は日射で地面近くの空気が暖まり、上昇して積乱雲が育つため雷が起こりやすい。,normal,assets/images/cards/card_nature_geography_009.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,,,,,unverified,pending,,0970a9ed3fa55a1bc5513b7d211c3a549face5763152cfc07c3bde96e4a11586
q_living_things_008,card_living_things_008,living_things,easy,海のタコの心臓は、一般にいくつある？,3つ,1つ,2つ,8つ,0,タコなど頭足類には心臓が3つある。2つはえらへ血液を送り、残る1つが酸素を受け取った血液を全身へ送る。,タコは三つの心臓,えら用と全身用が分担,頭足類の心臓は役割分担型。二つがえらへ、一つが全身へ血液を送る。,normal,assets/images/cards/card_living_things_008.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,,,,,unverified,pending,,2979860932041aa08aa878db50e7abe0ab76c79c507a971c3c63ed16c3c188d5
q_living_things_009,card_living_things_009,living_things,hard,タコの血が青く見える主な理由は何？,銅を含むヘモシアニンで酸素を運ぶ,海水を血液に混ぜている,青い色素を食べ物から取る,体内で光を反射している,0,タコの血は鉄を含むヘモグロビンではなく、銅を含むヘモシアニンで酸素を運ぶため、青く見える。,青い血のひみつ,タコの血は銅がカギ,ヘモシアニンは銅を含む酸素運搬タンパク質で、鉄を含む人の血と色が違う。,rare,assets/images/cards/card_living_things_009.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,,,,,unverified,pending,,1fe3861dffc7a45dc5585ae1bbb716deb8285fab8fc94e0538a5f4132b69027c
q_history_007,card_history_007,history,hard,日本にかつてあった西部標準時の地域は？,北海道と樺太,九州と四国,台湾と八重山・宮古地方,小笠原諸島と伊豆諸島,2,日本では1896年から1937年まで、西部標準時が置かれた時期があった。対象は台湾のほか、沖縄県の八重山・宮古地方だった。,二つあった日本時間,昔の日本には西部時間も,かつて日本標準時とは別に西部標準時があり、台湾や沖縄の一部で使われた時期がある。,rare,assets/images/cards/card_history_007.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,,,,,unverified,pending,,466e569eabf6bf4a3c05f7b241e19d7b05da2f75125412f2175d20c1ce8df639
q_science_006,card_science_006,science,easy,雷そのものの正体として最も近いものは？,雲がこすれて出る火花,大気中で起きる放電現象,太陽風が地面に当たる現象,雨粒が爆発する現象,1,気象庁は、雷を大気中で電荷分離が起こり放電する現象と説明している。音が雷鳴、光が電光である。,雷は空の放電,音と光は放電のサイン,雷は雲内や雲と地上の間で電荷が偏り、放電するときに光や音を生む現象。,normal,assets/images/cards/card_science_006.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,雷とは？,気象庁,https://www.jma.go.jp/jma/kishou/know/toppuu/thunder1-0.html,2026-07-12,primary,approved,,370ec2e6e8c075d6ac2a17e76e2855953e9486d961bf34bd6c3c4018462ef6e1
q_food_008,card_food_008,food,normal,昆布とかつお節を合わせると何が起きる？,酸味が強くなる,塩味が消える,色が透明になる,うま味の相乗効果が起きる,3,昆布のグルタミン酸と、かつお節のイノシン酸を組み合わせると、うま味の相乗効果が起きる。,だしの相乗効果,昆布とかつおでうま味増幅,和食のだしは、昆布とかつお節の成分を合わせることで、単独より強くうま味を感じやすい。,normal,assets/images/cards/card_food_008.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,,,,,unverified,pending,,3d3edbd33bbc19bfc89ad2953bcc2e713f6451ca66ba6a93484889d498d57d73
q_food_009,card_food_009,food,normal,タマネギを切ると涙が出る主な原因は？,糖が急に発酵する,水分が蒸発する,硫黄を含む催涙性物質ができる,皮の色素が目に入る,2,タマネギの細胞が切られると、酵素反応で硫黄を含む催涙性物質ができ、目を刺激して涙が出る。,涙を呼ぶタマネギ,切ると催涙物質が発生,細胞が壊れることで酵素反応が進み、目を刺激する揮発性の物質が作られる。,normal,assets/images/cards/card_food_009.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,,,,,unverified,pending,,b8d14bcbecf8cc8f43a38be48302cfd75e96055e89b52283ab3b16a83a733aa1
q_language_006,card_language_006,language,hard,『カステラ』の名の有力な由来はどれ？,オランダの城の名前,スペインのカスティーリャ地名,卵を意味するラテン語,砂糖商人の名字,1,カステラの名は、スペインのカスティーリャ地方名に由来するという説が有力。ポルトガル経由で長崎に伝わった。,カステラの名前,地名が菓子名になった説,カステラはポルトガル経由で伝わったが、名はカスティーリャ地方に由来する説が有力。,rare,assets/images/cards/card_language_006.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,,,,,unverified,pending,,e39167d70b4f595c16b7e44001f1cf6bd4b8d0c8c8ccabbbbdc11977b2851ead
q_daily_life_006,card_daily_life_006,daily_life,hard,PETボトル識別マークの『1』の由来は？,米国のSPIコード,日本の郵便番号制度,容器の製造年月,洗いやすさの等級,0,PETボトルの識別表示にある「1」は、米国プラスチック産業協会のSPIコードに由来する。分別ではこのマーク確認が確実とされる。,PETマークの1,分別マークの数字の由来,PETボトルの識別表示にある数字は、素材を区別するコード体系に由来する。,rare,assets/images/cards/card_daily_life_006.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,,,,,unverified,pending,,82ddf437860baf3b5f92b0e8bfff26116b977625cdadabf9a573d77bc70d6a7d
q_nature_geography_010,card_nature_geography_010,nature_geography,hard,世界で最も長い川「アマゾン川」に一つもない建造物は？,港,橋,ダム,観測所,1,流域面積世界一、長さも世界トップクラスのアマゾン川の本流には、一般の乗り物が渡れる「橋」が一つもありません。周辺が深いジャングルで道路網が発達していないことや、雨季に川幅が数十キロメートルにも広がることが理由です。移動は主に船が使われます。,アマゾン川にないもの,大自然を流れる巨流の不思議な事実,"長さ約6,400キロメートルにおよぶアマゾン川ですが、本流をまたぐ橋はゼロ。自然環境の過酷さと船社会の文化を象徴しています。",rare,assets/images/cards/card_nature_geography_010.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,,,,,unverified,pending,,114885628058a44c9499f73d25ba7ac8a1f11177393ec0fc60842d0f0255f078
q_living_things_010,card_living_things_010,living_things,hard,カタツムリの歯の数は、およそいくつある？,約20本,約200本,約2000本,約2万本,3,カタツムリには「歯舌（しぜつ）」と呼ばれるおろし金のような器官があり、そこには約1万〜2万本以上の小さな歯が並んでいます。このおろし状の歯を使って、コンクリートや植物の葉を削り取るようにして食べています。歯の数では地球上で最も多い生き物の一種です。,おろし金を持つカタツムリ,小さな体に隠された驚異の歯の数,のんびり歩くカタツムリですが、口の中には1万本を超える微細な歯がぎっしり。コンクリートすら削る強靭な食事システムです。,rare,assets/images/cards/card_living_things_010.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,,,,,unverified,pending,,0b43cd994e72274c86b67308c1545d361e278655064e9c1d6490966a2debb071
q_history_008,card_history_008,history,normal,中世ヨーロッパの「騎士」の鎧の重さは平均どれくらい？,約5kg,約25kg,約60kg,約100kg,1,中世の戦場で使われたフルプレートアーマー（全身板金鎧）の重さは、平均して約20〜30キログラム（現代の兵士の装備や消防士の防護服と同等）です。重量が全身に分散するように設計されていたため、騎士は鎧を着たままでも走ったり馬に乗ったりできました。,騎士の鎧の本当の重さ,重すぎて動けない？甲冑の誤解,動けないほど重いイメージのある西洋の鎧ですが、実際は約25kg程度。優れた設計により、戦場を自在に駆け回る機動性がありました。,normal,assets/images/cards/card_history_008.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,,,,,unverified,pending,,dfe62f9c19d42370f08faad06abb4095e3688ec8d90d19cf3d813c15582a9632
q_science_007,card_science_007,science,normal,ダイヤモンドを燃やすと、最終的に何に変わる？,煙（二酸化炭素）,灰（炭素の粉）,より硬い結晶,液体ダイヤモンド,0,ダイヤモンドは純粋な「炭素」の結晶であるため、酸素が十分にある環境で約800℃以上に加熱して燃やすと、すべて酸素と結びついて「二酸化炭素（気体）」になり、灰すら残さず完全に消えてなくなります。,消える最高の宝石,燃え盛る火の中で輝きが消える科学,世界で最も硬い宝石のダイヤモンドですが、正体は炭素の塊。火をつければ二酸化炭素となって、跡形もなく空気中に消え去ります。,normal,assets/images/cards/card_science_007.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,,,,,unverified,pending,,1e0d08deb2a6818a507f9c663ee4ceaacb885486ada02e00f9f1a3d99f071ee9
q_food_010,card_food_010,food,easy,NOAA Fisheriesがアラスカスケトウダラ製品の一つとして挙げる、カニ肉を模した食品は？,すり身（イミテーションクラブ）,ツナ缶,かつお節,アンチョビ,0,NOAA Fisheriesは、アラスカスケトウダラの製品の一つとして、すり身（imitation crab）を挙げている。,スケトウダラとすり身,アラスカスケトウダラはイミテーションクラブにも加工される。,NOAA Fisheriesは、アラスカスケトウダラの製品の一つとして、すり身（imitation crab）を挙げている。,normal,assets/images/cards/card_food_010.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,Alaska Pollock,NOAA Fisheries,https://www.fisheries.noaa.gov/species/alaska-pollock,2026-07-13,primary,approved,,e4e741986da542f85c6368aaef1941eab69741b1280273d7cf4ba16a896f74cb
q_language_007,card_language_007,language,normal,「うだつが上がらない」の「うだつ（卯建）」の正体は？,神社の鳥居の飾り,町家の屋根にある防火壁,江戸時代の給料袋,相撲の土俵の柱,1,「うだつ」とは、日本のおもに町家で隣家との境に設置された「防火壁（小さな屋根付きの壁）」のことです。これを作るには多額の費用がかかったため、うだつがある家は出世した裕福な家とされ、そこから「地位が上がらない、冴えない」状態を指す慣用句になりました。,うだつが上がらないの正体,出世の証とされた歴史的な建築物,慣用句で使われる「うだつ」は、火災から家を守るための建築設備のこと。お金持ちしか建てられなかったことが語源です。,normal,assets/images/cards/card_language_007.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,,,,,unverified,pending,,624ddb1a370d784d4191c422ad79e1b1aa48ccadf6c2d387f7d5fef49ae2f6a0
q_daily_life_007,card_daily_life_007,daily_life,normal,メトロポリタン美術館の「The Cloisters Playing Cards」は何枚そろった一組？,40枚,48枚,52枚,54枚,2,メトロポリタン美術館の作品解説によると、この15世紀のカード一組は52枚で、4つのスートから成る。,15世紀の52枚のカード,メトロポリタン美術館所蔵の一組は52枚。,メトロポリタン美術館の「The Cloisters Playing Cards」は、15世紀の通常のプレイングカードとして唯一知られる完全な一組で、52枚・4スートから成る。,normal,assets/images/cards/card_daily_life_007.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,The Cloisters Playing Cards,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/475513,2026-07-13,primary,approved,,e46963ca2972cc2aad8aa2aa56854dd25b8667862428d779d71a0605f71a2de8
q_nature_geography_011,card_nature_geography_011,nature_geography,easy,オーストラリアの首都はどこ？,シドニー,メルボルン,キャンベラ,ブリスベン,2,オーストラリアの首都は「キャンベラ」です。2大都市であるシドニーとメルボルンが首都の座を巡って激しく争ったため、1908年に両都市のほぼ中間地点に位置するキャンベラを新首都として建設し、妥協案として決定した歴史があります。,妥協から生まれた首都,シドニーじゃない？オーストラリアの首都,大都市同士の譲れないプライド論争を解決するため、何もない荒野に計画都市として建設されたのが、現在の首都キャンベラです。,normal,assets/images/cards/card_nature_geography_011.png,generic_placeholder,2026-07-14,All bundled card images are byte-identical generic placeholders; no claim-specific visual meaning is asserted.,,,,,unverified,pending,,f58ecc077eb4716d5cd21d6c65f2ca15315a3f4e1d46d12cba8420866767ea36
