questionId,cardId,category,question,answer,explanation,sourceTitle,sourcePublisher,sourceUrl,verifiedAt,verificationLevel,reviewStatus,reviewNote
q_language_009,card_language_009,language,「サボる」という言葉の語源となったフランス語は？,サボタージュ,「サボる」は、フランス語で労働争議の手段（怠業）を意味する「sabotage（サボタージュ）」に、日本語の動詞化の接尾辞「る」を組み合わせた言葉です。大正時代に労働者が仕事の手を抜く運動を起こしたことから、若者や一般の間で流行語として定着しました。,新明解国語辞典「サボるの項」,,,,unverified,pending,LEGACY_SOURCE_NOTE_ONLY
q_daily_life_008,card_daily_life_008,daily_life,非常口のサインの人が「緑色」で描かれている理由は？,火災の赤い炎の中で最も目立つから,非常口のマークが緑色なのは、火災の際に燃え盛る「赤い炎」の中で、赤の補色（反対色）である「緑色」が最も人間の目に際立って見え、視認性が高いからです。この視覚効果を利用した日本のデザインは、現在国際標準（ISO）としても採用されています。,消防庁「避難誘導表示の基準」,,,,unverified,pending,LEGACY_SOURCE_NOTE_ONLY
q_nature_geography_013,card_nature_geography_013,nature_geography,日本に約400ある有人離島の中で、最も人口が多い島はどこ？,淡路島（兵庫県）,沖縄本島などを除く、日本のいわゆる「離島（本土5島以外の有人島）」の中で最も人口が多いのは「淡路島」です。約12万人の人口を擁し、神戸や徳島と大きな橋で結ばれているため交通の便も良く、独自の産業や観光地として大きく栄えています。,総務省「国勢調査・離島振興解説」,,,,unverified,pending,LEGACY_SOURCE_NOTE_ONLY
q_living_things_013,card_living_things_013,living_things,鳥類の中で唯一、前だけでなく「後ろ」にも飛べる鳥は？,ハチドリ,世界最小の鳥の仲間である「ハチドリ」は、1秒間に数十回という高速で羽ばたきながら、空中の一点にとどまるホバリングができるだけでなく、鳥類で唯一、そのまま「後ろ向き」や「上下逆さま」に飛行する高度なテクニックを持っています。,鳥類構造学「ハチドリの飛行メカニズム」,,,,unverified,pending,LEGACY_SOURCE_NOTE_ONLY
q_history_010,card_history_010,history,古代ローマのコロッセオ（円形闘技場）に水を張って行われた見せ物は？,模擬海戦（もぎかいせん）,古代ローマのコロッセオでは、競技場全体に配水管を使って水を張り、本物の軍船を浮かべて戦わせる「模擬海戦」という大規模なショーが行われていました。剣闘士たちが船に乗り込み、当時の有名な海上戦を観客の前で再現する超過激なエンターテインメントでした。,ローマ帝国史「コロッセオの構造と祝祭」,,,,unverified,pending,LEGACY_SOURCE_NOTE_ONLY
q_nature_geography_014,card_nature_geography_014,nature_geography,日本で霧ともやを分ける気象上の目安は何？,視程,気象庁では、霧は微小な水滴で視程が1km未満の状態、もやは視程が1km以上10km未満の状態として区別している。,氷、霜、霧、雷、日照時間,気象庁,https://www.jma.go.jp/jma/kishou/know/yougo_hp/kori.html,2026-07-12,primary,approved,
q_nature_geography_015,card_nature_geography_015,nature_geography,津波が生まれる主なきっかけとして多いのは？,海底近くの大地震,津波は海水全体が急に動かされることで起こる。多くは海底や海の近くで起きる大地震により、海底が変形することで発生する。,NOAA・津波発生の解説,,,,unverified,pending,LEGACY_SOURCE_NOTE_ONLY
q_nature_geography_016,card_nature_geography_016,nature_geography,皆既月食の月が赤っぽく見える主な理由は？,地球の大気を通った光が届く,皆既月食では、地球の大気を通った太陽光が曲げられて月に届く。大気中で青い光が散乱され、赤い光が目立つ。,The Moon & Eclipses,NASA,https://science.nasa.gov/moon/eclipses/,2026-07-12,primary,approved,
q_living_things_014,card_living_things_014,living_things,コウモリが暗闇で虫を探す主な方法は？,超音波の反響を使う,多くのコウモリは、人間には聞こえにくい高い音を出し、物体に当たって返る反響を聞いて位置や距離を知る。,Echolocation,U.S. National Park Service,https://www.nps.gov/subjects/bats/echolocation.htm,2026-07-12,primary,approved,
q_living_things_015,card_living_things_015,living_things,ラクダのこぶに主に蓄えられているものは？,脂肪,ラクダのこぶは水袋ではなく、主に脂肪を蓄える場所。食べ物が少ない時、その脂肪をエネルギーとして利用する。,米国議会図書館・ラクダ解説,,,,unverified,pending,LEGACY_SOURCE_NOTE_ONLY
q_living_things_016,card_living_things_016,living_things,ホタルが光る生物発光で主に働く酵素は何？,ルシフェラーゼ,ホタルの光は、発光物質ルシフェリンがルシフェラーゼという酵素の働きで反応し、光を出す仕組みによる。,JST・ホタル発光研究発表,,,,unverified,pending,LEGACY_SOURCE_NOTE_ONLY
q_living_things_017,card_living_things_017,living_things,サンゴの白化で体内から失われやすいものは？,共生藻,水温が高すぎるなどのストレスで、サンゴは体内に共生する藻類を放出することがある。これにより白く見える。,What is coral bleaching?,National Oceanic and Atmospheric Administration (NOAA),https://oceanservice.noaa.gov/facts/coral_bleach.html,2026-07-12,primary,approved,
q_living_things_018,card_living_things_018,living_things,タツノオトシゴで妊娠し子を産むのはどちら？,オス,タツノオトシゴや近縁のシードラゴンでは、オスが育児嚢で卵を受け取り、妊娠して子を産む珍しい繁殖を行う。,How do seahorses differ from all other animals?,National Oceanic and Atmospheric Administration (NOAA),https://oceanservice.noaa.gov/facts/seahorse.html,2026-07-12,primary,approved,
q_history_011,card_history_011,history,世界初の粘着式郵便切手として有名なのは？,ペニー・ブラック,1840年にイギリスで発行されたペニー・ブラックは、世界初の粘着式郵便切手として知られる。ビクトリア女王の横顔が描かれた。,英国郵便博物館・ペニー黒切手,,,,unverified,pending,LEGACY_SOURCE_NOTE_ONLY
q_history_012,card_history_012,history,富岡製糸場が操業を始めた年として正しいのは？,1872年,富岡製糸場は1872年に設立された、日本初期の本格的な器械製糸工場。明治の近代化と生糸輸出を支えた。,富岡製糸場を知る,富岡市観光協会,https://www.tomioka-silk.jp/_tomioka-silk-mill/about/,2026-07-12,primary,approved,
q_history_013,card_history_013,history,日本がメートル条約に正式加盟した年は？,1885年,日本は1885年にメートル条約へ正式加盟し、国際的な計量の枠組みに加わった。のちの度量衡整備にもつながる。,Member State: Japan,International Bureau of Weights and Measures (BIPM),https://www.bipm.org/en/countries/jp,2026-07-12,primary,approved,
q_science_009,card_science_009,science,GPS衛星の位置測定で重要な装置はどれ？,原子時計,GPSは衛星から届く信号の時刻差を使って位置を求める。衛星には非常に精密な原子時計が搭載されている。,NASA・原子時計とGPS解説,,,,unverified,pending,LEGACY_SOURCE_NOTE_ONLY
q_science_010,card_science_010,science,飛行機の翼が揚力を生む要因に含まれるのは？,翼の上下の圧力差,翼まわりの空気の流れによって圧力差が生まれ、それが揚力に関係する。迎え角や空気の向きの変化も重要な要素である。,NASAグレン研究所・揚力解説,,,,unverified,pending,LEGACY_SOURCE_NOTE_ONLY
q_science_011,card_science_011,science,石けんが油汚れを落としやすい主な理由は？,水と油になじむ部分を持つ,石けん分子には水になじむ部分と油になじむ部分がある。油汚れを包み込み、水で洗い流しやすくする。,イェール医学部・石けんの仕組み,,,,unverified,pending,LEGACY_SOURCE_NOTE_ONLY
q_food_012,card_food_012,food,食品の消費期限に最も近い意味はどれ？,安全に食べられる期限,消費期限は安全に食べられる期限の目安。賞味期限はおいしく食べられる期限なので、意味が異なる。,期限表示とは,消費者庁,https://www.caa.go.jp/policies/policy/food_labeling/food_sanitation/expiration_date/assets/food_labeling_cms204_250331_01.pdf,2026-07-12,primary,approved,消費者庁資料で、消費期限は安全性を欠くおそれがないと認められる期限で傷みやすい食品に表示され、賞味期限は期待される品質を十分に保持できる期限で日持ちする食品に表示されることを確認。
q_food_013,card_food_013,food,ジャガイモの芽に多い天然毒素はどれ？,ソラニンやチャコニン,ジャガイモの芽や緑色になった部分には、ソラニンやチャコニンが多く含まれる。食中毒予防には十分に取り除くことが大切。,じゃがいもに含まれる天然毒素「ソラニン」や「チャコニン」に関するQ&A,農林水産省,https://www.maff.go.jp/j/syouan/seisaku/solanine/potato_alkaloid_QA.html,2026-07-12,primary,approved,
q_language_010,card_language_010,language,日本語の『パン』の語源として有力なのは？,ポルトガル語のpão,日本語のパンは、戦国期以降に伝わったポルトガル語pãoに由来するとされる。古くから日本語に定着した外来語の一つ。,国立国語研究所・外来語資料,,,,unverified,pending,LEGACY_SOURCE_NOTE_ONLY
q_daily_life_009,card_daily_life_009,daily_life,3Rで最初に取り組むとされるRはどれ？,Reduce,3RはReduce、Reuse、Recycleの順番で取り組むことが求められる。まずはごみや資源消費を発生段階で減らす考え方。,The 3R Initiative,"Ministry of the Environment, Japan",https://www.env.go.jp/recycle/3r/en/outline.html,2026-07-12,primary,approved,
q_daily_life_010,card_daily_life_010,daily_life,日本の火災通報番号が119番になった理由は？,112番の誤接続が多かったため,日本の火災通報は当初112番だったが、かけ間違いが多く、1927年から119番に変更されたとされる。,日本大百科全書・緊急通報番号,,,,unverified,pending,LEGACY_SOURCE_NOTE_ONLY
