questionId,cardId,category,question,answer,explanation,sourceTitle,sourcePublisher,sourceUrl,verifiedAt,verificationLevel,reviewStatus,reviewNote
q_nature_geography_016,card_nature_geography_016,nature_geography,皆既月食で月が赤く見える主な理由は？,地球の大気を通った赤い光が月を照らすから,皆既月食では地球の大気を通過した太陽光のうち赤い光が月に届き、赤く見える。,NASA 月食解説,,,,unverified,pending,LEGACY_SOURCE_NOTE_ONLY
q_living_things_014,card_living_things_014,living_things,コウモリが暗闇で障害物や獲物を探す方法は？,反響定位,コウモリは超音波を出し、その反響を聞いて周囲や獲物の位置を把握する。,米国国立公園局 コウモリ,,,,unverified,pending,LEGACY_SOURCE_NOTE_ONLY
q_living_things_015,card_living_things_015,living_things,ラクダのこぶに蓄えられている主なものは？,脂肪,ラクダのこぶには水ではなく脂肪が蓄えられている。水分を節約する体の仕組みも砂漠生活を支える。,米国議会図書館 ラクダ,,,,unverified,pending,LEGACY_SOURCE_NOTE_ONLY
q_living_things_016,card_living_things_016,living_things,ホタルの発光に関わる酵素は？,ルシフェラーゼ,ホタルはルシフェリンとルシフェラーゼなどの反応で効率よく光を生み出す。,JST ホタル発光研究,,,,unverified,pending,LEGACY_SOURCE_NOTE_ONLY
q_living_things_017,card_living_things_017,living_things,サンゴの白化で失われるものは？,共生藻,高水温などのストレスでサンゴが共生藻を失うと白く見える。白化直後は生きていることもある。,NOAA サンゴ白化,,,,unverified,pending,LEGACY_SOURCE_NOTE_ONLY
q_living_things_018,card_living_things_018,living_things,タツノオトシゴで出産するのは？,オス,メスがオスの育児嚢に卵を渡し、オスが育てて出産する。,NOAA タツノオトシゴ,,,,unverified,pending,LEGACY_SOURCE_NOTE_ONLY
q_history_011,card_history_011,history,世界初の郵便切手として知られるのは？,ペニー・ブラック,1840年にイギリスで発行されたペニー・ブラックが世界初の郵便切手として知られる。,英国郵便博物館 ペニー・ブラック,,,,unverified,pending,LEGACY_SOURCE_NOTE_ONLY
q_history_012,card_history_012,history,富岡製糸場が操業を始めた年として正しいのは？,1872年,富岡製糸場は1872年に設立された、日本初期の本格的な器械製糸工場。明治の近代化と生糸輸出を支えた。,富岡製糸場を知る,富岡市観光協会,https://www.tomioka-silk.jp/_tomioka-silk-mill/about/,2026-07-12,primary,approved,富岡製糸場公式サイトで、1872年に主要建造物が完成して操業開始し、本格的な器械製糸が始まったことと世界遺産登録を確認。
q_history_013,card_history_013,history,日本がメートル条約に正式加盟した年は？,1885年,日本は1885年にメートル条約へ正式加盟し、国際的な計量の枠組みに加わった。のちの度量衡整備にもつながる。,Member State: Japan,International Bureau of Weights and Measures (BIPM),https://www.bipm.org/en/countries/jp,2026-07-12,primary,approved,BIPMの日本国ページで、日本が1885年10月9日にメートル条約加盟国となったことを確認。
q_science_009,card_science_009,science,GPSが位置を求めるために重要な情報は？,衛星信号が届く時刻,GPSは複数の衛星から届く信号の時間差を測り、位置を計算する。,NASA GPSと原子時計,,,,unverified,pending,LEGACY_SOURCE_NOTE_ONLY
q_science_010,card_science_010,science,飛行機の翼に揚力が生まれる主な理由は？,空気の流れと圧力差,翼の周囲の空気の流れと圧力差など複数の要因で揚力が生まれる。,NASA Glenn 揚力解説,,,,unverified,pending,LEGACY_SOURCE_NOTE_ONLY
q_science_011,card_science_011,science,石けんが油汚れを落としやすくする主な理由は？,水となじむ部分と油になじむ部分を持つから,石けん分子は水になじむ部分と油になじむ部分を持ち、油汚れを包み込んで水に分散させる。,Yale Medicine 石けん,,,,unverified,pending,LEGACY_SOURCE_NOTE_ONLY
q_food_012,card_food_012,food,消費期限と賞味期限の違いとして正しいのは？,消費期限は安全に食べられる期限、賞味期限はおいしく食べられる期限,消費期限は傷みやすい食品に表示され、安全に食べられる期限の目安。賞味期限は品質が保たれ、おいしく食べられる期限の目安。,消費者庁 食品期限表示,,,,unverified,pending,LEGACY_SOURCE_NOTE_ONLY
q_food_013,card_food_013,food,ジャガイモの芽や緑色部分に多く含まれる天然毒素は？,ソラニンやチャコニン,ジャガイモの芽や緑色部分にはソラニンやチャコニンが多く含まれることがあり、十分に取り除く必要がある。,農林水産省 ジャガイモ毒素,,,,unverified,pending,LEGACY_SOURCE_NOTE_ONLY
q_language_010,card_language_010,language,日本語の「パン」は何語に由来する？,ポルトガル語,日本語の「パン」はポルトガル語の「pão」に由来する古い外来語。,国立国語研究所 外来語,,,,unverified,pending,LEGACY_SOURCE_NOTE_ONLY
q_daily_life_009,card_daily_life_009,daily_life,3Rで最初に優先されるものは？,Reduce（発生抑制）,3RはReduce、Reuse、Recycleの順で、まずごみの発生そのものを減らすことを重視する。,経済産業省 3R政策,,,,unverified,pending,LEGACY_SOURCE_NOTE_ONLY
q_daily_life_010,card_daily_life_010,daily_life,日本の消防・救急の緊急通報番号が119番になった理由の一つは？,誤接続を減らし、ダイヤルしやすくするため,消防の緊急通報は当初112番だったが、誤接続が多く、ダイヤルしやすさも考慮して119番へ変更された。,日本大百科全書 119番,,,,unverified,pending,LEGACY_SOURCE_NOTE_ONLY
